Punto_De_Venta,Tipo_De_Comprobante,Numero_De_Comprobante,Fecha_Emision,Fecha_Vencimiento,Fecha_Pago,Estado,CUIT/CUIL,Razon_Social,Condicion,SubTotal,,
65711,FCA,32737956,30/12/2022,2/2/2023,null,Pendiente de pago,77-92012729-0,Empresa 217 SAS,Responsable Inscripto,"203.638,00",,
82920,FCA,68028760,4/9/2019,16/9/2019,21/9/2019,Vencido,23-75236764-3,Persona 2021,Responsable Inscripto,"4.088.472,00",,
36656,FCB,52808441,20/1/2014,3/2/2014,null,Pendiente de pago,69-11740943-2,Empresa 1331 S.A.,IVA Sujeto Exento,"1.060.215,00",,
88060,FCC,42985578,9/12/2023,16/12/2023,29/12/2023,Vencido,43-81914395-8,Empresa 1000 SAS,Responsable Inscripto,"362.176,00",,
65034,FCA,83426784,3/10/2016,20/11/2016,28/10/2016,Pagado,98-72031962-2,Persona 791,Responsable Inscripto,"3.132.146,00",,
41247,FCC,61479453,21/1/2019,7/3/2019,3/2/2019,Pagado,52-26720590-7,Persona 2613,Régimen Simplificado,"3.575.797,00",,
18138,FCA,92333383,28/11/2024,27/12/2024,11/12/2024,Pagado,22-93112886-7,Empresa 616 SAS,Régimen Simplificado,"337.762,00",,
78204,FCC,14452571,4/5/2017,29/6/2017,4/6/2017,Pagado,63-61208923-9,Persona 763,Régimen Simplificado,"368.556,00",,
50822,FCC,64027295,12/5/2016,13/6/2016,19/6/2016,Vencido,30-36263360-8,Persona 1210,IVA Sujeto Exento,"722.965,00",,
65034,FCB,26228754,4/2/2022,9/2/2022,29/3/2022,Vencido,98-72031962-2,Persona 791,Responsable Inscripto,"1.782.197,00",,
89286,FCA,47096834,23/11/2019,3/1/2020,14/1/2020,Vencido,99-90139845-3,Empresa 41 S.A.,IVA Sujeto Exento,"2.505.005,00",,
34808,FCA,81749222,3/1/2024,14/2/2024,25/1/2024,Pagado,10-80690235-5,Empresa 902 S.A.,IVA Sujeto Exento,"4.495.547,00",,
34381,FCB,45939612,16/12/2017,4/1/2018,null,Pendiente de pago,96-55157321-4,Persona 607,Responsable Inscripto,"2.117.299,00",,
37758,FCA,57678917,14/11/2016,5/1/2017,null,Pendiente de pago,76-21227093-8,Persona 128,Responsable Inscripto,"269.941,00",,
89066,FCA,16066491,4/10/2014,7/10/2014,null,Pendiente de pago,70-69847558-0,Persona 1667,IVA Sujeto Exento,"3.545.976,00",,
35561,FCEA,70799775,4/7/2019,12/7/2019,13/8/2019,Vencido,74-31743145-5,Persona 1815,IVA Sujeto Exento,"813.603,00",,
55011,FCA,13515790,15/10/2014,28/11/2014,25/10/2014,Pagado,61-72928909-0,Empresa 2797 SAS,Régimen Simplificado,"4.018.262,00",,
29533,FCA,74205403,13/9/2016,14/9/2016,null,Pendiente de pago,88-88940504-4,Empresa 1068 S.A.,Régimen Simplificado,"4.585.445,00",,
86516,FCB,37429937,14/9/2024,9/10/2024,23/9/2024,Pagado,87-28023727-7,Persona 1837,Régimen Simplificado,"682.281,00",,
82920,FCA,84354193,4/9/2017,2/11/2017,14/9/2017,Pagado,23-75236764-3,Persona 2021,Responsable Inscripto,"3.650.817,00",,
11192,FCC,33913219,12/7/2017,3/9/2017,null,Pendiente de pago,72-34008281-5,Empresa 1541 S.A.,Régimen Simplificado,"4.788.438,00",,
63195,FCA,90958766,9/12/2021,19/1/2022,null,Pendiente de pago,40-84400762-1,Persona 1797,Régimen Simplificado,"3.334.135,00",,
39133,FCEA,43957956,2/7/2018,1/8/2018,null,Pendiente de pago,43-94427447-4,Persona 2873,Responsable Inscripto,"1.113.268,00",,
63659,FCC,62827119,24/11/2024,17/12/2024,4/1/2025,Vencido,31-76745409-5,Persona 2184,IVA Sujeto Exento,"2.640.542,00",,
79505,FCB,54484842,2/11/2018,8/12/2018,23/12/2018,Vencido,68-66691348-5,Empresa 1925 S.A.,Responsable Inscripto,"506.868,00",,
33455,FCEA,10957494,9/5/2023,10/6/2023,5/6/2023,Pagado,42-90855541-9,Empresa 2596 SAS,Responsable Inscripto,"3.176.619,00",,
85600,FCB,53055792,30/12/2020,26/1/2021,12/2/2021,Vencido,19-47787647-9,Empresa 1592 SRL,Responsable Inscripto,"184.746,00",,
51689,FCC,71832026,20/11/2021,19/1/2022,null,Pendiente de pago,60-19404062-7,Persona 2235,Régimen Simplificado,"1.514.839,00",,
93811,FCC,86564330,15/3/2015,4/4/2015,19/3/2015,Pagado,54-55862659-4,Empresa 157 SAS,IVA Sujeto Exento,"3.907.648,00",,
86844,FCB,68569214,25/8/2018,18/9/2018,29/8/2018,Pagado,33-87253406-3,Empresa 1250 SAS,Responsable Inscripto,"263.767,00",,
31696,FCEA,92559515,1/12/2021,17/12/2021,26/12/2021,Vencido,94-81167959-3,Empresa 1348 SRL,Régimen Simplificado,"321.251,00",,
21631,FCC,11493538,26/2/2021,18/3/2021,30/3/2021,Vencido,99-57206296-9,Persona 1703,Responsable Inscripto,"1.111.388,00",,
11192,FCC,93456311,10/12/2017,18/1/2018,6/1/2018,Pagado,72-34008281-5,Empresa 1541 S.A.,Régimen Simplificado,"325.452,00",,
77576,FCB,11080688,18/8/2018,24/8/2018,null,Pendiente de pago,10-58282295-3,Empresa 1048 S.A.,IVA Sujeto Exento,"4.584.495,00",,
42771,FCEA,45951933,2/6/2023,7/6/2023,18/6/2023,Vencido,65-72378382-5,Persona 450,Responsable Inscripto,"2.444.633,00",,
79869,FCEA,53091272,17/1/2024,11/3/2024,6/3/2024,Pagado,87-81739194-4,Empresa 1978 SAS,Responsable Inscripto,"382.886,00",,
21416,FCA,13822229,21/8/2015,22/8/2015,20/10/2015,Vencido,52-48416524-5,Empresa 2545 SAS,Responsable Inscripto,"1.810.256,00",,
65734,FCA,93894426,19/8/2019,2/9/2019,5/9/2019,Vencido,14-37776105-5,Empresa 876 SAS,IVA Sujeto Exento,"3.213.129,00",,
47298,FCEA,51869975,17/8/2015,25/9/2015,30/9/2015,Vencido,16-49741784-2,Empresa 515 SAS,IVA Sujeto Exento,"588.775,00",,
11143,FCB,28031954,3/4/2022,22/5/2022,23/4/2022,Pagado,12-44529688-8,Empresa 2844 SAS,Régimen Simplificado,"1.634.484,00",,
32577,FCA,20937987,13/1/2024,4/2/2024,null,Pendiente de pago,31-10170246-0,Empresa 2084 S.A.,IVA Sujeto Exento,"2.262.258,00",,
22840,FCEA,98935498,30/1/2019,6/3/2019,null,Pendiente de pago,81-95133562-0,Empresa 131 S.A.,Responsable Inscripto,"250.145,00",,
90719,FCEA,97093454,10/12/2020,2/1/2021,2/2/2021,Vencido,40-29839586-6,Empresa 2946 SAS,IVA Sujeto Exento,"757.181,00",,
20014,FCB,28509619,25/10/2015,4/12/2015,null,Pendiente de pago,76-47358896-1,Persona 1849,Régimen Simplificado,"4.586.115,00",,
97755,FCA,99668056,28/2/2022,19/3/2022,21/3/2022,Vencido,37-82574059-8,Empresa 1211 S.A.,Responsable Inscripto,"4.806.853,00",,
89286,FCEA,98565727,14/10/2023,25/11/2023,27/10/2023,Pagado,99-90139845-3,Empresa 41 S.A.,IVA Sujeto Exento,"852.784,00",,
35887,FCB,40834859,27/12/2015,5/2/2016,9/1/2016,Pagado,83-25859552-7,Persona 1954,Régimen Simplificado,"4.309.599,00",,
10704,FCC,64247057,28/9/2014,7/11/2014,15/11/2014,Vencido,93-19951076-6,Empresa 1010 SAS,Responsable Inscripto,"4.956.059,00",,
22517,FCA,24673294,24/8/2020,3/9/2020,null,Pendiente de pago,35-96517319-9,Persona 808,Régimen Simplificado,"55.777,00",,
93490,FCEA,28966045,5/4/2019,14/5/2019,null,Pendiente de pago,19-37016576-6,Empresa 2867 S.A.,Responsable Inscripto,"3.484.921,00",,
88914,FCA,27073818,13/1/2016,7/2/2016,null,Pendiente de pago,18-86679843-3,Persona 2663,Régimen Simplificado,"2.258.041,00",,
14315,FCA,50163797,15/12/2021,19/1/2022,null,Pendiente de pago,86-72592470-8,Empresa 2733 SAS,Régimen Simplificado,"471.193,00",,
49563,FCA,79823108,13/5/2020,25/5/2020,22/6/2020,Vencido,49-64398627-8,Empresa 920 SAS,Régimen Simplificado,"2.318.042,00",,
60044,FCA,35579836,1/2/2019,17/2/2019,null,Pendiente de pago,10-82893270-2,Persona 2356,IVA Sujeto Exento,"1.861.417,00",,
65721,FCA,65528623,24/3/2016,21/4/2016,null,Pendiente de pago,21-38219663-1,Empresa 55 SRL,IVA Sujeto Exento,"1.675.378,00",,
93088,FCA,31238416,22/8/2014,31/8/2014,9/9/2014,Vencido,85-76366297-4,Empresa 1090 SRL,Régimen Simplificado,"4.701.981,00",,
98103,FCA,41227383,19/8/2017,23/9/2017,2/10/2017,Vencido,19-69739046-4,Empresa 657 SRL,IVA Sujeto Exento,"2.888.086,00",,
65944,FCEA,39321223,29/5/2015,3/7/2015,2/7/2015,Pagado,36-54377176-4,Persona 2834,IVA Sujeto Exento,"683.942,00",,
40602,FCA,46335171,3/4/2019,12/5/2019,28/4/2019,Pagado,51-56257672-5,Persona 902,Responsable Inscripto,"3.112.856,00",,
22517,FCC,80677445,7/6/2014,6/8/2014,null,Pendiente de pago,35-96517319-9,Persona 808,Régimen Simplificado,"2.880.045,00",,
48572,FCEA,71922147,25/12/2020,7/2/2021,null,Pendiente de pago,18-28321117-2,Empresa 1889 SAS,IVA Sujeto Exento,"3.911.183,00",,
79965,FCEA,79828741,23/1/2019,5/2/2019,11/2/2019,Vencido,19-87576405-4,Empresa 385 SRL,Régimen Simplificado,"1.074.331,00",,
78225,FCA,37196425,11/12/2024,17/12/2024,null,Pendiente de pago,54-89880039-3,Empresa 1970 SRL,Régimen Simplificado,"121.031,00",,
37758,FCA,61274552,26/12/2018,19/2/2019,16/2/2019,Pagado,76-21227093-8,Persona 128,Responsable Inscripto,"388.767,00",,
63837,FCEA,31030028,19/10/2021,9/11/2021,1/11/2021,Pagado,62-82343859-7,Empresa 2323 SRL,IVA Sujeto Exento,"1.149.965,00",,
25249,FCEA,66735280,16/4/2015,18/4/2015,null,Pendiente de pago,42-65634974-4,Empresa 1871 SRL,IVA Sujeto Exento,"3.812.489,00",,
48322,FCEA,91987665,30/6/2014,29/8/2014,null,Pendiente de pago,64-65083304-9,Empresa 1142 SRL,Régimen Simplificado,"2.310.904,00",,
36265,FCB,83575324,2/1/2019,10/1/2019,10/2/2019,Vencido,18-84249661-8,Persona 80,IVA Sujeto Exento,"1.859.764,00",,
93088,FCB,54266609,9/4/2023,8/5/2023,null,Pendiente de pago,85-76366297-4,Empresa 1090 SRL,Régimen Simplificado,"103.818,00",,
64192,FCEA,83411921,8/8/2021,27/8/2021,16/8/2021,Pagado,11-44968103-5,Persona 2001,IVA Sujeto Exento,"1.394.714,00",,
93113,FCA,58581975,26/7/2020,2/8/2020,null,Pendiente de pago,27-88733392-8,Empresa 2030 S.A.,Régimen Simplificado,"4.841.248,00",,
96467,FCA,92407725,5/8/2016,14/9/2016,null,Pendiente de pago,82-36397061-7,Persona 1727,Régimen Simplificado,"4.217.778,00",,
36645,FCB,60540827,21/7/2023,14/9/2023,22/8/2023,Pagado,25-13116365-3,Persona 165,Responsable Inscripto,"1.042.533,00",,
49587,FCEA,89516769,30/8/2023,17/10/2023,21/10/2023,Vencido,21-87284477-7,Persona 2683,Régimen Simplificado,"970.587,00",,
34635,FCB,95679222,4/10/2022,15/10/2022,23/10/2022,Vencido,38-67311355-2,Empresa 2119 S.A.,Régimen Simplificado,"3.846.909,00",,
93088,FCB,95308054,23/12/2024,12/1/2025,27/12/2024,Pagado,83-14196301-8,Persona 766,Responsable Inscripto,"3.376.546,00",,
42102,FCEA,50142955,21/10/2023,26/11/2023,null,Pendiente de pago,78-82351053-9,Empresa 1369 SAS,Responsable Inscripto,"81.501,00",,
79965,FCEA,38682638,15/3/2021,16/4/2021,9/5/2021,Vencido,19-87576405-4,Empresa 385 SRL,Régimen Simplificado,"1.168.983,00",,
57583,FCEA,51641455,7/12/2023,12/12/2023,14/12/2023,Vencido,88-46938850-5,Empresa 536 SRL,Régimen Simplificado,"2.883.605,00",,
94631,FCC,97219784,29/4/2017,18/5/2017,null,Pendiente de pago,68-75181686-0,Empresa 2267 SRL,Responsable Inscripto,"514.785,00",,
52187,FCEA,92033396,4/8/2016,13/9/2016,7/9/2016,Pagado,37-83893037-4,Empresa 422 SAS,Responsable Inscripto,"3.603.573,00",,
28939,FCC,55160412,11/7/2021,16/8/2021,null,Pendiente de pago,99-38099023-1,Empresa 449 S.A.,Responsable Inscripto,"1.114.998,00",,
22159,FCB,30127731,22/3/2018,1/5/2018,15/5/2018,Vencido,65-54293764-2,Persona 1245,Responsable Inscripto,"272.925,00",,
99852,FCEA,56731384,27/7/2014,28/8/2014,5/9/2014,Vencido,67-54882512-2,Empresa 2899 SRL,Responsable Inscripto,"477.236,00",,
39298,FCA,94250637,29/3/2024,18/5/2024,16/4/2024,Pagado,86-55277539-1,Persona 2300,Régimen Simplificado,"447.923,00",,
94666,FCC,88060420,6/8/2017,17/8/2017,15/8/2017,Pagado,22-41658348-5,Empresa 878 SAS,Responsable Inscripto,"647.607,00",,
33255,FCB,27498331,11/9/2022,22/9/2022,17/10/2022,Vencido,55-10116027-1,Empresa 983 SRL,Responsable Inscripto,"3.008.355,00",,
25921,FCA,60364129,3/12/2018,8/12/2018,15/1/2019,Vencido,49-42627842-4,Persona 155,Responsable Inscripto,"4.147.048,00",,
85739,FCC,52121302,24/5/2020,22/6/2020,12/7/2020,Vencido,14-26009382-2,Empresa 1863 S.A.,Responsable Inscripto,"1.388.995,00",,
18138,FCB,29722616,6/8/2014,14/9/2014,13/9/2014,Pagado,22-93112886-7,Empresa 616 SAS,Régimen Simplificado,"4.653.983,00",,
10164,FCB,86417417,6/5/2018,3/7/2018,null,Pendiente de pago,17-86889899-0,Empresa 2998 S.A.,IVA Sujeto Exento,"2.447.122,00",,
49193,FCA,36731604,24/11/2014,30/11/2014,16/1/2015,Vencido,46-68223363-8,Empresa 1006 SAS,IVA Sujeto Exento,"2.597.584,00",,
56098,FCEA,77865318,18/8/2021,27/8/2021,6/9/2021,Vencido,86-26088519-5,Persona 2525,Responsable Inscripto,"267.306,00",,
76235,FCC,79244005,28/10/2019,23/11/2019,11/11/2019,Pagado,71-95358903-9,Persona 2527,Régimen Simplificado,"3.637.182,00",,
18010,FCC,69414696,8/9/2019,18/10/2019,26/10/2019,Vencido,85-12114145-2,Persona 1183,IVA Sujeto Exento,"4.002.536,00",,
88040,FCB,99079410,26/3/2017,12/4/2017,19/5/2017,Vencido,44-69133816-2,Persona 2068,Responsable Inscripto,"2.715.704,00",,
28882,FCEA,96629346,1/1/2017,25/2/2017,null,Pendiente de pago,82-31035500-2,Persona 494,Responsable Inscripto,"2.388.416,00",,
39298,FCC,29832593,24/9/2020,7/11/2020,12/10/2020,Pagado,86-55277539-1,Persona 2300,Régimen Simplificado,"3.137.092,00",,
13063,FCC,10028945,21/3/2016,27/3/2016,20/4/2016,Vencido,28-27626648-5,Persona 2266,IVA Sujeto Exento,"3.920.751,00",,
54763,FCC,74510653,11/6/2014,14/6/2014,8/8/2014,Vencido,15-23123980-1,Empresa 1382 SRL,IVA Sujeto Exento,"3.058.203,00",,
55047,FCEA,46557703,27/9/2022,19/11/2022,15/10/2022,Pagado,11-99250789-1,Persona 406,Responsable Inscripto,"1.123.726,00",,
91750,FCEA,74322635,22/11/2019,15/12/2019,null,Pendiente de pago,83-36201284-9,Empresa 2298 S.A.,Régimen Simplificado,"2.612.275,00",,
50334,FCC,39825120,4/10/2016,17/10/2016,15/10/2016,Pagado,47-62729198-3,Empresa 1911 SRL,Régimen Simplificado,"1.427.284,00",,
95693,FCA,32858993,5/6/2024,24/6/2024,28/7/2024,Vencido,66-50578436-9,Persona 859,Responsable Inscripto,"4.446.953,00",,
97458,FCC,45100108,17/1/2019,30/1/2019,24/2/2019,Vencido,75-18200437-3,Empresa 2108 S.A.,Responsable Inscripto,"568.692,00",,
19888,FCB,70061503,20/7/2019,20/8/2019,22/8/2019,Vencido,36-65667317-0,Empresa 777 S.A.,Régimen Simplificado,"1.502.601,00",,
35408,FCC,94377652,2/7/2016,28/8/2016,20/8/2016,Pagado,85-95501920-8,Persona 972,Régimen Simplificado,"1.177.833,00",,
82820,FCA,44075751,27/11/2015,19/12/2015,26/1/2016,Vencido,18-48639533-1,Persona 895,IVA Sujeto Exento,"1.998.856,00",,
77533,FCC,90829983,7/12/2017,17/1/2018,null,Pendiente de pago,14-92174056-2,Empresa 1970 SAS,Régimen Simplificado,"2.237.265,00",,
96565,FCB,11595667,31/5/2024,4/7/2024,28/7/2024,Vencido,59-97975157-0,Empresa 489 SRL,Responsable Inscripto,"279.947,00",,
75442,FCEA,67549420,27/4/2016,30/5/2016,13/6/2016,Vencido,79-18735438-0,Persona 238,IVA Sujeto Exento,"4.076.681,00",,
51689,FCC,19496100,27/6/2014,24/8/2014,null,Pendiente de pago,60-19404062-7,Persona 2235,Régimen Simplificado,"3.280.342,00",,
86304,FCC,54479657,29/11/2017,17/12/2017,null,Pendiente de pago,17-95725876-2,Persona 730,Régimen Simplificado,"4.615.036,00",,
54763,FCB,17050817,5/7/2023,9/8/2023,19/8/2023,Vencido,15-23123980-1,Empresa 1382 SRL,IVA Sujeto Exento,"1.734.213,00",,
12655,FCB,99168712,10/9/2015,25/9/2015,null,Pendiente de pago,46-41474212-3,Empresa 2245 SRL,Régimen Simplificado,"3.345.222,00",,
67217,FCA,14517743,15/1/2018,16/3/2018,13/2/2018,Pagado,11-41039628-5,Persona 71,Régimen Simplificado,"4.653.594,00",,
48322,FCB,81663602,9/5/2023,30/5/2023,null,Pendiente de pago,64-65083304-9,Empresa 1142 SRL,Régimen Simplificado,"3.225.655,00",,
25358,FCA,27182297,28/10/2024,11/11/2024,11/12/2024,Vencido,76-98090115-0,Persona 539,Responsable Inscripto,"420.076,00",,
14356,FCA,47114268,3/8/2019,11/8/2019,5/8/2019,Pagado,73-20396991-4,Empresa 571 SAS,Responsable Inscripto,"658.368,00",,
94774,FCB,66400525,5/12/2020,29/1/2021,22/12/2020,Pagado,33-33092693-2,Empresa 2019 SRL,Régimen Simplificado,"431.569,00",,
47298,FCB,65806405,15/7/2022,12/9/2022,29/8/2022,Pagado,16-49741784-2,Empresa 515 SAS,IVA Sujeto Exento,"3.831.941,00",,
17732,FCC,91507018,10/10/2019,9/12/2019,null,Pendiente de pago,90-77782578-6,Persona 351,Régimen Simplificado,"460.126,00",,
87712,FCEA,67046239,27/7/2020,8/8/2020,22/9/2020,Vencido,70-24465052-6,Persona 195,IVA Sujeto Exento,"3.367.872,00",,
37091,FCEA,95495934,17/4/2022,22/4/2022,2/5/2022,Vencido,45-77009962-7,Persona 1994,Responsable Inscripto,"152.984,00",,
31177,FCC,26096980,17/1/2018,28/1/2018,null,Pendiente de pago,40-48272196-2,Empresa 2119 SAS,Responsable Inscripto,"922.006,00",,
29843,FCA,93994435,20/7/2020,15/9/2020,null,Pendiente de pago,55-20424175-4,Persona 2259,IVA Sujeto Exento,"3.685.953,00",,
83515,FCEA,12234303,29/10/2019,28/12/2019,null,Pendiente de pago,92-23304790-6,Empresa 1712 S.A.,Régimen Simplificado,"4.915.883,00",,
65711,FCB,89271998,30/5/2017,26/7/2017,23/7/2017,Pagado,77-92012729-0,Empresa 217 SAS,Responsable Inscripto,"1.744.408,00",,
16210,FCB,84377068,24/4/2015,12/6/2015,null,Pendiente de pago,46-29847230-6,Persona 191,Régimen Simplificado,"3.258.625,00",,
43574,FCA,81384972,8/3/2022,1/4/2022,null,Pendiente de pago,58-33619148-6,Persona 590,IVA Sujeto Exento,"1.584.168,00",,
53902,FCB,84285659,31/7/2018,18/9/2018,null,Pendiente de pago,97-95602822-8,Persona 206,IVA Sujeto Exento,"2.853.682,00",,
24792,FCEA,25112474,28/10/2018,3/12/2018,null,Pendiente de pago,79-12000001-0,Persona 2246,Responsable Inscripto,"1.238.261,00",,
86301,FCA,75225026,6/8/2023,24/9/2023,10/8/2023,Pagado,86-56020231-1,Persona 2277,Régimen Simplificado,"1.188.179,00",,
56858,FCC,94315187,20/11/2024,27/12/2024,30/11/2024,Pagado,20-67384273-3,Empresa 2893 SAS,Responsable Inscripto,"4.962.553,00",,
63837,FCC,11615664,6/4/2015,17/5/2015,13/5/2015,Pagado,62-82343859-7,Empresa 2323 SRL,IVA Sujeto Exento,"187.925,00",,
18010,FCEA,59569882,27/4/2023,6/6/2023,18/6/2023,Vencido,85-12114145-2,Persona 1183,IVA Sujeto Exento,"2.902.583,00",,
79728,FCEA,76137611,13/7/2014,1/8/2014,19/7/2014,Pagado,61-55374457-5,Empresa 706 SAS,Régimen Simplificado,"304.544,00",,
19192,FCEA,95373843,27/3/2017,30/3/2017,null,Pendiente de pago,65-52707313-3,Empresa 288 SAS,Régimen Simplificado,"2.021.858,00",,
81368,FCEA,82024634,19/10/2020,28/10/2020,29/10/2020,Vencido,55-12476597-6,Persona 2544,Responsable Inscripto,"1.102.756,00",,
22102,FCB,61990129,20/5/2020,30/5/2020,21/5/2020,Pagado,44-88931511-8,Persona 2727,IVA Sujeto Exento,"401.006,00",,
81862,FCA,15914738,5/5/2020,31/5/2020,5/6/2020,Vencido,67-91954295-1,Persona 2201,Responsable Inscripto,"250.145,00",,
90527,FCEA,73598729,22/2/2023,17/3/2023,30/3/2023,Vencido,35-87311986-9,Empresa 1176 S.A.,Responsable Inscripto,"2.970.026,00",,
31646,FCEA,68382180,16/4/2020,5/6/2020,29/5/2020,Pagado,10-76277901-1,Empresa 598 SAS,Régimen Simplificado,"2.882.149,00",,
48154,FCC,35735147,4/12/2024,29/1/2025,19/1/2025,Pagado,89-23553817-0,Empresa 2580 SRL,Régimen Simplificado,"459.259,00",,
53902,FCA,37460931,2/8/2021,4/9/2021,1/9/2021,Pagado,97-95602822-8,Persona 206,IVA Sujeto Exento,"2.241.476,00",,
53612,FCA,53139490,9/1/2018,26/1/2018,null,Pendiente de pago,27-84869324-2,Empresa 2595 SAS,IVA Sujeto Exento,"2.269.163,00",,
90381,FCC,32037664,22/12/2015,12/2/2016,null,Pendiente de pago,29-57348541-5,Empresa 623 SRL,Responsable Inscripto,"4.188.826,00",,
25067,FCEA,34008230,6/11/2017,22/11/2017,5/1/2018,Vencido,58-50953664-0,Persona 1706,IVA Sujeto Exento,"4.239.419,00",,
53668,FCA,54072501,25/3/2021,24/5/2021,19/4/2021,Pagado,29-27950345-4,Persona 1841,IVA Sujeto Exento,"2.435.382,00",,
77511,FCB,20210271,26/5/2016,9/7/2016,null,Pendiente de pago,54-68652513-7,Persona 928,IVA Sujeto Exento,"2.737.928,00",,
12655,FCB,73792064,25/7/2022,28/7/2022,null,Pendiente de pago,46-41474212-3,Empresa 2245 SRL,Régimen Simplificado,"3.676.823,00",,
74899,FCB,89282808,28/11/2017,18/12/2017,null,Pendiente de pago,43-81050144-9,Empresa 2086 SRL,Responsable Inscripto,"285.171,00",,
40602,FCB,51441510,29/12/2015,7/1/2016,null,Pendiente de pago,51-56257672-5,Persona 902,Responsable Inscripto,"4.507.467,00",,
37071,FCA,43595677,17/11/2023,5/1/2024,null,Pendiente de pago,84-17019753-3,Persona 1370,Régimen Simplificado,"3.282.119,00",,
34381,FCA,74135937,16/9/2022,6/10/2022,20/9/2022,Pagado,96-55157321-4,Persona 607,Responsable Inscripto,"515.537,00",,
61046,FCB,35103219,15/7/2018,10/8/2018,3/9/2018,Vencido,94-65721651-5,Persona 478,Responsable Inscripto,"980.242,00",,
32047,FCEA,73250676,16/12/2016,18/12/2016,5/1/2017,Vencido,49-57493613-2,Persona 953,Régimen Simplificado,"2.957.782,00",,
19888,FCA,77482144,27/2/2021,4/3/2021,9/3/2021,Vencido,36-65667317-0,Empresa 777 S.A.,Régimen Simplificado,"3.598.469,00",,
94455,FCA,58662069,31/1/2024,2/3/2024,null,Pendiente de pago,10-78654283-7,Empresa 2581 SAS,Régimen Simplificado,"60.705,00",,
38459,FCC,59359794,3/8/2022,9/9/2022,null,Pendiente de pago,82-45446688-7,Persona 2909,Régimen Simplificado,"774.452,00",,
82182,FCB,41316233,9/8/2024,31/8/2024,20/9/2024,Vencido,82-48895532-0,Empresa 2694 S.A.,Responsable Inscripto,"1.319.138,00",,
51689,FCB,59987493,29/10/2014,12/12/2014,17/12/2014,Vencido,60-19404062-7,Persona 2235,Régimen Simplificado,"122.318,00",,
33455,FCC,11579782,5/1/2016,17/2/2016,null,Pendiente de pago,42-90855541-9,Empresa 2596 SAS,Responsable Inscripto,"2.498.789,00",,
64879,FCA,53481890,5/1/2014,11/2/2014,null,Pendiente de pago,64-51944183-2,Empresa 2343 SAS,Régimen Simplificado,"1.114.228,00",,
69938,FCA,35090539,5/9/2019,12/9/2019,null,Pendiente de pago,58-36363747-8,Persona 2348,IVA Sujeto Exento,"1.192.082,00",,
47503,FCEA,13964424,10/6/2017,25/7/2017,19/7/2017,Pagado,87-37281199-7,Empresa 1905 SAS,Responsable Inscripto,"3.068.967,00",,
12775,FCB,31796379,2/7/2023,7/8/2023,29/7/2023,Pagado,98-65218323-6,Empresa 1534 SAS,Responsable Inscripto,"701.877,00",,
82003,FCB,90186716,10/3/2014,4/4/2014,31/3/2014,Pagado,92-51032852-8,Empresa 2078 S.A.,Responsable Inscripto,"2.520.124,00",,
78444,FCEA,89492869,25/2/2014,8/4/2014,null,Pendiente de pago,11-11110622-0,Empresa 2975 SAS,Régimen Simplificado,"426.103,00",,
90719,FCEA,48983263,30/1/2018,31/1/2018,null,Pendiente de pago,40-29839586-6,Empresa 2946 SAS,IVA Sujeto Exento,"4.093.223,00",,
10737,FCC,30943770,23/1/2021,31/1/2021,null,Pendiente de pago,22-21174785-4,Persona 2055,Régimen Simplificado,"159.287,00",,
55409,FCA,31261696,13/4/2022,7/5/2022,30/4/2022,Pagado,84-92857352-6,Persona 2129,Responsable Inscripto,"2.312.414,00",,
40602,FCC,92873636,17/7/2014,7/9/2014,null,Pendiente de pago,51-56257672-5,Persona 902,Responsable Inscripto,"2.789.972,00",,
71109,FCB,50275121,21/7/2022,23/8/2022,31/7/2022,Pagado,14-73701449-2,Persona 477,IVA Sujeto Exento,"793.034,00",,
63273,FCC,17748949,22/9/2014,17/11/2014,21/11/2014,Vencido,45-63219122-6,Empresa 2691 SRL,IVA Sujeto Exento,"4.334.063,00",,
39133,FCC,66950270,17/4/2021,28/5/2021,23/4/2021,Pagado,43-94427447-4,Persona 2873,Responsable Inscripto,"4.523.892,00",,
10503,FCC,84876054,27/6/2024,23/7/2024,13/8/2024,Vencido,78-87308709-6,Empresa 439 SAS,Régimen Simplificado,"423.662,00",,
15028,FCC,90216077,7/12/2024,2/2/2025,7/1/2025,Pagado,81-52872792-5,Empresa 2954 S.A.,Responsable Inscripto,"3.140.975,00",,
71875,FCEA,74525909,17/1/2023,25/2/2023,12/2/2023,Pagado,16-48952017-8,Persona 2987,Responsable Inscripto,"956.988,00",,
94632,FCB,10621067,7/11/2024,4/1/2025,4/12/2024,Pagado,82-44679346-1,Persona 150,Responsable Inscripto,"2.307.157,00",,
12529,FCA,86715314,4/3/2022,7/3/2022,29/3/2022,Vencido,80-42539671-5,Persona 1843,Régimen Simplificado,"178.724,00",,
35561,FCA,72412241,18/8/2015,7/9/2015,5/10/2015,Vencido,74-31743145-5,Persona 1815,IVA Sujeto Exento,"3.174.575,00",,
22278,FCC,10217846,30/5/2015,19/7/2015,22/6/2015,Pagado,31-87299784-0,Persona 178,Régimen Simplificado,"1.435.033,00",,
13269,FCEA,40358646,12/11/2018,8/12/2018,null,Pendiente de pago,31-28077748-1,Persona 1715,Responsable Inscripto,"2.085.812,00",,
